name_en,short_desc,category,size
a_SM_cable_work_cable_tray,black ribbed cable,cable,"1.0000,0.0400,0.0284"
a_SM_cable_work_fuse_box_big,gray metal distribution box,box,"0.4143,0.1507,0.5527"
a_SM_cable_work_fuse_box_mid,gray rectangular distribution box,box,"0.2000,0.0621,0.3356"
a_SM_cable_work_fuse_box_small,gray plastic distribution box,box,"0.1000,0.0437,0.1266"
a_SM_cable_work_generator,red gray portable generator,generator,"0.7250,0.5444,0.5250"
a_SM_cable_work_outlet_shelf,gray power strip,strip,"0.2731,0.0475,0.0400"
a_SM_cable_work_outlet_wall_closed,gray red wall socket,socket,"0.0660,0.0370,0.0730"
a_SM_cable_work_outlet_wall_opened,gray red wall socket,socket,"0.0660,0.0375,0.1213"
a_SM_cable_work_power_plug_01,black rubber three pin plug,plug,"0.0606,0.0598,0.0409"
a_SM_cable_work_power_plug_02,dark gray cylindrical power plug,plug,"0.0409,0.0812,0.0412"
a_SM_cable_work_switch,gray metal electric switch,switch,"0.0800,0.0807,0.1284"
a_SM_cage_lock_closed,weathered brass padlock,padlock,"0.0650,0.0200,0.1404"
a_SM_cage_lock_opened,beige wooden padlock,lock,"0.0981,0.0200,0.1404"
a_SM_cage_modules_door_holder_01,weathered metal clamp,clamp,"0.0967,0.0477,0.0161"
a_SM_cage_modules_door_holder_02,weathered rusted metal cylinder,cylinder,"0.0212,0.0216,0.0400"
a_SM_cage_modules_pipe_3way,weathered rusted pipe connector,pipe,"0.1076,0.0454,0.0701"
a_SM_cage_modules_pipe_90,weathered gray pipe elbow,elbow,"0.0736,0.0487,0.0729"
a_SM_cage_modules_pipe_clamp,weathered gray metal clamp,clamp,"0.1458,0.0513,0.0311"
a_SM_cage_modules_round_holder,weathered metal mounting plate,mounting,"0.1514,0.0700,0.1500"
a_SM_cage_modules_square_holder,weathered metal plate,plate,"0.1617,0.0450,0.1613"
a_SM_cage_rebar_debris_01,corroded rusty rebar rod,rod,"0.2971,0.0344,0.0165"
a_SM_cage_rebar_debris_02,rusted bent rebar segment,railing,"0.1783,0.0253,0.0196"
a_SM_can_food_closed_01,gray metal food can,can,"0.0800,0.0800,0.1200"
a_SM_can_food_closed_02,red labeled sauce can,can,"0.0800,0.0800,0.1200"
a_SM_can_food_closed_03,yellow metal can,can,"0.0800,0.0800,0.1200"
a_SM_can_food_closed_04,silver metal corn can,vase,"0.0800,0.0800,0.1200"
a_SM_can_food_closed_05,brown labeled metal can,can,"0.0800,0.0800,0.1200"
a_SM_can_food_closed_06,brown metal can,can,"0.0800,0.0800,0.1200"
a_SM_can_food_closed_07,gray translucent container,container,"0.1340,0.0604,0.0304"
a_SM_can_food_closed_08,gray metal food can,can,"0.0800,0.0800,0.0436"
a_SM_can_food_closed_09,blue red labeled tuna can,can,"0.0800,0.0800,0.0436"
a_SM_can_food_closed_10,red tuna can,can,"0.0800,0.0800,0.0436"
a_SM_can_food_closed_11,translucent plastic container,container,"0.1340,0.1002,0.0304"
a_SM_can_food_closed_12,metal sardine can,can,"0.1340,0.0843,0.0304"
a_SM_can_food_closed_13,gray metal food can,can,"0.1600,0.1595,0.1800"
a_SM_can_food_empty_01,yellow metal can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_empty_02,blue red tuna tin can,can,"0.0800,0.0800,0.1243"
a_SM_can_food_empty_03,open tin can,can,"0.0800,0.0800,0.1243"
a_SM_can_food_empty_04,red tin can,can,"0.0800,0.0800,0.1243"
a_SM_can_food_empty_05,weathered metal can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_empty_06,red white soup can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_empty_07,brown metal bean can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_empty_08,rusty metal can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_empty_09,empty metal can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_opened_01,red metal can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_opened_02,metal peeled corn can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_opened_03,brown metal can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_opened_04,red white soup can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_opened_05,silver metal food can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_opened_06,brown metal can,can,"0.0800,0.0800,0.1243"
a_SM_can_food_opened_07,blue metal tuna can,can,"0.0800,0.0800,0.1243"
a_SM_can_food_opened_08,red tin can,can,"0.0800,0.0800,0.1243"
a_SM_can_food_opened_09,yellow label chickpea can,can,"0.0800,0.0800,0.2015"
a_SM_can_food_opened_10,brown metal can,can,"0.1340,0.0843,0.1421"
a_SM_can_food_opened_11,brown metal tin can,can,"0.1453,0.0604,0.1358"
a_SM_can_food_opened_12,pink tin can,can,"0.1340,0.1002,0.1429"
a_SM_cardboards_01,brown cardboard box,box,"0.3604,0.2134,0.1959"
a_SM_cardboards_02,brown cardboard storage box,box,"0.3719,0.3566,0.1870"
a_SM_cardboards_03,worn beige cardboard box,box,"0.3534,0.3532,0.3092"
a_SM_cardboards_04,brown cardboard box,box,"0.5383,0.3534,0.4034"
a_SM_cardboards_05,brown worn cardboard box,box,"0.5462,0.3512,0.2788"
a_SM_cardboards_06,flat brown cardboard box,box,"0.3507,0.3503,0.1476"
a_SM_cardboards_07,worn gray brown cardboard box,box,"0.4451,0.3621,0.4050"
a_SM_cardboards_08,brown cardboard box,box,"0.3509,0.2095,0.2992"
a_SM_cardboards_12,flat brown cardboard label,label,"0.5553,0.4887,0.0223"
a_SM_cardboards_13,brown corrugated cardboard,box,"0.6994,0.5621,0.0366"
a_SM_cardboards_14,blue gray striped box,box,"0.1691,0.1200,0.0660"
a_SM_cardboards_15,green cardboard box,box,"0.1688,0.1099,0.1016"
a_SM_cardboards_16,red gray cubic box,box,"0.1198,0.1200,0.1540"
a_SM_cardboards_17,blue yellow cardboard box,box,"0.5698,0.0819,0.0675"
a_SM_CardBox_1A,brown cardboard box,box,"0.7688,0.6384,0.4938"
a_SM_CardBox_1B,brown cardboard box,box,"0.6851,0.4893,0.4873"
a_SM_CardBox_2A,brown textured box,box,"0.4964,0.4868,0.3084"
a_SM_CardBox_4B,flat brown cardboard box,box,"0.3667,0.2446,0.1265"
a_SM_Carpet,gray textured carpet,rug,"2.9969,1.9620,0.0266"
a_SM_Carpets_02,dark textured carpet,rug,"2.6926,1.7941,0.0598"
a_SM_CartonBox01,weathered brown cardboard box,box,"0.7067,0.4208,0.4446"
a_SM_CartonBox02,worn brown cardboard box,box,"0.6356,0.3675,0.3882"
a_SM_CartonBox03,weathered brown cardboard box,box,"1.0164,0.7934,0.6457"
a_SM_CartonGarbage05,torn brown cardboard pieces,cardboard,"0.9750,0.6072,0.2593"
a_SM_CartonGarbage06,torn brown cardboard pieces,cardboard,"0.8409,0.5759,0.2108"
a_SM_Ceiling_Lamp_1,gray industrial pendant lamp,lamp,"0.4944,0.4944,1.2402"
a_SM_Ceiling_Lamp_2,gray cylindrical pendant light,lamp,"0.1625,0.1625,1.2514"
a_SM_Ceiling_Lamp_3,gray conical pendant light,lamp,"0.1625,0.1625,1.3858"
a_SM_ceiling_prop_ac_pipe_90,weathered gray concrete elbow pipe,pipe,"0.6434,0.6434,0.4105"
a_SM_ceiling_prop_ac_pipe_mount,weathered gray concrete basin,basin,"0.5484,0.5518,0.1794"
a_SM_ceiling_prop_ac_pipe_stright_short,weathered gray pipe,pipe,"0.8064,0.4156,0.4120"
a_SM_ceiling_prop_foil_broken,weathered concrete barrier,barrier,"2.1569,1.7904,1.0162"
a_SM_ceiling_prop_foil_duct_3way,weathered gray concrete pipe,pipe,"1.0851,1.3777,0.4747"
a_SM_ceiling_prop_foil_duct_left_right,weathered gray concrete duct,duct,"1.0919,1.0977,0.4867"
a_SM_ceiling_prop_foil_duct_straight,weathered concrete duct,shelf,"2.0000,0.9103,0.9785"
a_SM_ceiling_prop_foil_duct_up_down,weathered concrete block,block,"0.9341,0.9262,0.7851"
a_SM_ceiling_prop_foil_vent_01,weathered concrete floor vent,vent,"0.7767,0.4697,0.0608"
a_SM_ceiling_prop_foil_vent_02,dark gray metal ventilation cover,ventilation,"0.7767,0.4697,0.0670"
a_SM_ceiling_prop_foldable_end,weathered concrete container,container,"0.2771,0.2756,0.1569"
a_SM_ceiling_prop_foldable_pipe,weathered corrugated metal pipe,pipe,"2.0000,0.2376,0.2389"
a_SM_CentralTable_01,dark brown wooden coffee table,table,"0.8002,0.4900,0.1986"
a_SM_Chair_02,gray upholstered bar stool,stool,"0.4930,0.4647,0.9107"
a_SM_Chair_comfortable,navy velvet armchair,chair,"0.8430,0.8294,0.8599"
a_SM_Chair_Table_Wooden_01a,dark wooden chair,chair,"0.5468,0.5319,1.1915"
a_SM_Chair_Table_Wooden_01b,dark wooden table,table,"1.8841,0.9504,0.7287"
a_SM_ChairVintage,dark brown studded chair,chair,"0.7106,0.6682,1.0246"
a_SM_cloth_02_01,gray tattered banner,banner,"2.0074,0.0699,0.6818"
a_SM_cloth_02_02,faded flag hanging cloth,flag,"1.2999,0.0563,2.2370"
a_SM_cloth_02_03,gray raised fist banner,banner,"0.5988,0.0409,1.9701"
a_SM_cloth_cage_cover,gray olive rust patchwork cloth,cloth,"3.5459,0.3296,4.1907"
a_SM_cloth_windows_cover_01,gray fabric cloth,cloth,"3.4071,1.6447,0.1472"
a_SM_cloth_windows_cover_02,weathered patchwork panel,panel,"3.4035,0.8302,1.5331"
a_SM_CoffeeTable_01a,black metal coffee table,table,"1.5000,0.8000,0.4047"
a_SM_CoffeeTable_01b,dark wooden coffee table,table,"0.8196,0.8000,0.4047"
a_SM_Computer_02a_CRT,gray thick bezel monitor,monitor,"0.4410,0.3380,0.4272"
a_SM_Computer_02a_Mousepad,dark gray textured mouse pad,pad,"0.3292,0.2701,0.0054"
a_SM_ComputerDisplay01,dark bronze monitor,monitor,"1.0511,0.2256,0.6034"
a_SM_ComputerDisplay02,dark framed monitor,monitor,"1.0511,0.2300,0.6034"
a_SM_ComputerDisplay03,cyan glow dark monitor,monitor,"1.0511,0.2300,0.6034"
a_SM_ComputerDisplay04,cyan futuristic monitor,monitor,"1.0511,0.2300,0.6034"
a_SM_ComputerDisplay05,dark teal aquarium scene,vase,"1.0511,0.2300,0.6034"
a_SM_ComputerDisplay06,dark teal monitor,monitor,"1.0511,0.2300,0.6034"
a_SM_ComputerDisplay07,dark teal monitor,monitor,"1.0511,0.2300,0.6034"
a_SM_crane_arm,reddish brown metal beam,beam,"1.1330,0.2270,0.1139"
a_SM_crane_arm_extention,dark gray metal beam,beam,"0.7336,0.1105,0.0695"
a_SM_crane_hydraulic_jack_main,reddish brown hydraulic jack,jack,"0.5901,0.1324,0.5990"
a_SM_crane_main,rusty metal aframe stand,stand,"1.4634,0.9760,1.3989"
a_SM_crane_pillar_crane,rusty orange industrial trolley,trolley,"0.3703,0.2624,0.5471"
a_SM_Cup__2_,black matte ceramic cup,cup,"0.1569,0.1569,0.0617"
a_SM_Curtain_Close_01,taupe linen curtain panel,curtain,"1.4475,0.0822,1.9194"
a_SM_Curtain_Open_01,dark gray curtain panels,curtain,"1.8909,0.2275,2.4129"
a_SM_Decor_10,charcoal matte ceramic vase,vase,"0.1508,0.1508,0.2515"
a_SM_Decor_11,two tone ceramic reed diffuser,diffuser,"0.0830,0.0830,0.2702"
a_SM_Decor_2,frosted glass reed diffuser,diffuser,"0.0772,0.0888,0.2500"
a_SM_Decor_3,white cylindrical candle holder,vase,"0.0651,0.0651,0.0578"
a_SM_Decor_5,green hexagonal pot,vase,"0.1792,0.1792,0.2566"
a_SM_Decor_6,beige ribbed spherical planter,planter,"0.3638,0.2855,0.3603"
a_SM_Decor_7,gray ceramic vase,vase,"0.1303,0.1302,0.1190"
a_SM_Decor_8,beige ceramic vase,vase,"0.3272,0.2152,0.4936"
a_SM_Decor_9,matte black bird sculpture,statue,"0.1960,0.0579,0.1884"
a_SM_Decor_Bottle_01,black glass wine bottle,bottle,"0.0749,0.0749,0.3165"
a_SM_Decor_Candle_Off,gray concrete candle,candle,"0.0580,0.0580,0.0278"
a_SM_Decor_Vase_01,white slender vase,vase,"0.1519,0.1522,0.6993"
a_SM_Decor_Vase_04,dark glass vase,vase,"0.1299,0.1299,0.2607"
a_SM_Desk_01b,dark walnut writing desk,desk,"1.4488,0.7485,0.8187"
a_SM_desk_chair,dark wooden chair,chair,"0.5090,0.5362,1.0660"
a_SM_desk_compiled,brown wooden executive desk,desk,"2.5000,0.8500,0.8450"
a_SM_desk_props_aid_kit,red fabric first aid kit,kit,"0.3047,0.1212,0.2630"
a_SM_desk_props_battery_01,brown gray v battery,battery,"0.0300,0.0165,0.0489"
a_SM_desk_props_battery_02,gray cylindrical battery,battery,"0.0314,0.0314,0.0531"
a_SM_desk_props_clamp,dark gray plastic desktop clamp,desk,"0.1169,0.0957,0.0580"
a_SM_desk_props_flashlight,gray cylindrical flashlight,flashlight,"0.2354,0.0455,0.0455"
a_SM_desk_props_marker,gray blue marker pen,pen,"0.1750,0.0247,0.0243"
a_SM_desk_props_marker_closed,gray blue cylindrical pen,pen,"0.1807,0.0255,0.0252"
a_SM_desk_props_notebook,red spiral notebook,notebook,"0.0130,0.1100,0.1550"
a_SM_desk_props_pencil,pink wooden pencil,pencil,"0.1734,0.0082,0.0080"
a_SM_desk_props_tape_holder,gray plastic tape dispenser,dispenser,"0.1844,0.0545,0.0679"
a_SM_desk_shelf,dark wooden bench,bench,"2.4460,0.3895,0.4995"
a_SM_desk_small_table,dark wooden workbench,bench,"1.4678,0.6268,0.5758"
a_SM_dishwasher_product,gray light blue yellow spray bottle,bottle,"0.1174,0.0578,0.3241"
a_SM_Dresser_01,gray bronze two door wardrobe,wardrobe,"1.0022,0.6209,2.1009"
a_SM_Dresser_02,olive brown wooden wardrobe,wardrobe,"1.0022,0.6209,2.1009"
a_SM_Dresser_03,gray wood wardrobe,wardrobe,"1.0075,0.6294,2.1015"
a_SM_entrance_door_electric_motor,weathered industrial motor,motor,"0.3950,0.3518,0.3928"
a_SM_entrance_door_pinion,gray plastic gear,gear,"0.0999,0.0999,0.0607"
a_SM_Fan,brass wooden ceiling fan,fan,"0.9182,0.9495,0.5695"
a_SM_FanLamp_01,dark bronze ceiling fan,fan,"1.0155,1.0549,0.1776"
a_SM_Fence_Helmet_01a,weathered wooden xframe obstacle,shelf,"1.7575,0.9000,0.8321"
a_SM_Fence_Helmet_01b,olive green military helmet,helmet,"0.2899,0.3158,0.1977"
a_SM_FilingBox_01b,brown cardboard office box,box,"0.4686,0.3378,0.2486"
a_SM_FilingBox_01c,brown matte box lid,box,"0.5025,0.3490,0.0742"
a_SM_FilingCabinet01a,olive gray metal file cabinet,cabinet,"0.4423,0.4610,1.4013"
a_SM_FilingCabinet01e,gray metal file cabinet,cabinet,"0.4056,0.4384,1.0605"
a_SM_FilingCabinet01f,brown wooden open shelf,shelf,"0.4056,0.4158,1.0605"
a_SM_Flame_Thrower_01a,olive green military flamethrower,flamethrower,"1.3062,0.8049,0.8876"
a_SM_Floor_Lamp,dark gray floor lamp,lamp,"0.3152,1.1152,1.6875"
a_SM_FloorLamp_01a,brown metal floor lamp,lamp,"0.4303,0.9310,1.8574"
a_SM_FoldingTable_01a,black angular office desk,desk,"1.8780,0.8079,0.6739"
a_SM_Food_Box_01,brown cardboard takeaway container,container,"0.3724,0.6968,0.1032"
a_SM_Food_Box_02,gray concrete display stand,stand,"0.2948,0.3507,0.3590"
a_SM_Food_Box_03,flat brown cardboard container,box,"0.3725,0.3590,0.0626"
a_SM_Frame_01,black framed artwork,artwork,"0.7521,0.0642,0.9963"
a_SM_Frame_02_A,gray framed black white photograph,frame,"0.3998,0.0140,0.9371"
a_SM_Frame_02_B.003,white frame photograph,photo,"0.4318,0.0140,0.9371"
a_SM_Frame_02_B.004,black white framed photograph,photo,"0.4318,0.0140,0.9371"
a_SM_Frame_03,dark wooden photo frame,frame,"0.1930,0.1290,0.2645"
a_SM_Frame04,dark wooden framed photograph,frame,"0.7014,0.0352,0.5366"
a_SM_Globe,sepia map globe,globe,"0.2652,0.2794,0.4122"
a_SM_green_house_plant_01,green square plant pot,pot,"0.2079,0.1878,0.2544"
a_SM_green_house_plant_02,gray square pot,vase,"0.2079,0.1878,0.2544"
a_SM_green_house_plant_03,green leafy square pot,pot,"0.1872,0.1430,0.2507"
a_SM_green_house_plant_04,gray square pot,vase,"0.1872,0.1430,0.2507"
a_SM_green_house_plant_05,gray pot cannabis plant,plant,"0.1891,0.2077,0.2567"
a_SM_green_house_plant_06,gray square potted plant,plant,"0.1891,0.2077,0.2567"
a_SM_green_house_pot_empty_01,gray plastic flower pot,pot,"0.0948,0.0958,0.0898"
a_SM_green_house_pot_empty_02,gray square planter pot,pot,"0.0948,0.0958,0.0898"
a_SM_green_house_shelf_compiled,rusty metal storage rack,rack,"1.7592,0.6493,1.5642"
a_SM_green_house_shovel_big,gray metal spade,spade,"0.1245,0.0440,0.7159"
a_SM_green_house_shovel_small_01,narrow metal trowel,trowel,"0.0551,0.0164,0.3094"
a_SM_green_house_shovel_small_02,iron wooden rake,rake,"0.0552,0.0402,0.3094"
a_SM_green_house_tray_big,dark gray plastic pallet,pallet,"1.5500,0.5600,0.0604"
a_SM_green_house_tray_small,gray plastic tray,tray,"0.5300,0.3582,0.0682"
a_SM_Ground_Props_Trash_01u,dark brown wooden crate,crate,"0.4197,0.3750,0.1573"
a_SM_Ground_Props_Trash_01v,olive green metal jerry can,can,"0.3387,0.1680,0.4511"
a_SM_Ground_Props_Trash_01w,weathered brown wooden plank,plank,"2.9816,0.9257,0.0365"
a_SM_guitar,brown classical guitar,guitar,"0.3827,0.0934,1.0572"
a_SM_handgun_01_compiled,gray black sci fi handgun,gun,"0.2831,0.1642,0.0698"
a_SM_handgun_01_handle,gray metal pistol grip,tool,"0.2682,0.1237,0.0341"
a_SM_handgun_01_magazine,gray metal magazine,stand,"0.0691,0.1358,0.0259"
a_SM_handgun_01_main,gray textured pistol,gun,"0.2831,0.1645,0.0403"
a_SM_handgun_01_slide,gray metal firearm slide,slide,"0.2277,0.0508,0.0395"
a_SM_handgun_02_mag,dark gray pistol magazine,magazine,"0.0542,0.1053,0.0195"
a_SM_handgun_02_main,dark gray semi automatic pistol,pistol,"0.2172,0.1418,0.0320"
a_SM_handwash_sink_main,gray concrete washbasin,sink,"0.5438,0.4104,0.4077"
a_SM_handwash_sink_mirror,gray marble mirror,mirror,"0.5009,0.0171,0.7372"
a_SM_Hose01,black ribbed hose,hose,"0.9506,0.7935,0.3789"
a_SM_Indoor_Props_01a,dark brown leather book,book,"0.2258,0.3234,0.0803"
a_SM_Indoor_Props_01b,dark plastic book,bookcase,"0.1624,0.2665,0.0353"
a_SM_Indoor_Props_01c,dark wooden storage box,box,"0.3723,0.3693,0.5306"
a_SM_Indoor_Props_01d,dark brown frosted glass bottle,bottle,"0.1252,0.1252,0.4819"
a_SM_Indoor_Props_01f,dark wooden bench,bench,"1.3568,0.9230,1.0910"
a_SM_Juice,frosted glass orange straw,vase,"0.1643,0.0733,0.1902"
a_SM_KC_PlasticCup_01a,gray ribbed cup,cup,"0.0808,0.0808,0.1054"
a_SM_kitchen_Board,wooden rectangular cutting board,board,"0.4694,0.2986,0.0217"
a_SM_kitchen_Bowl_03,white ceramic bowl,bowl,"0.0938,0.0933,0.0304"
a_SM_kitchen_Canisters01_C,sage green ceramic canister,canister,"0.0529,0.0529,0.0805"
a_SM_kitchen_Canisters01_D,gray concrete seasoning jar,jar,"0.0528,0.0529,0.0805"
a_SM_Kitchen_Chair_02,white curved bar stool,stool,"0.4677,0.5025,0.8846"
a_SM_Kitchen_Decor_10,gray cylindrical bottle,bottle,"0.0520,0.0520,0.1451"
a_SM_Kitchen_Decor_11_Black,matte black pepper mill,mill,"0.0768,0.0768,0.2113"
a_SM_Kitchen_Decor_11_White,white ceramic seasoning bottle,bottle,"0.0768,0.0768,0.2113"
a_SM_Kitchen_Decor_12,brown textured lunch bag,bag,"0.2173,0.0923,0.2205"
a_SM_Kitchen_Decor_13,natural wooden pepper mill,mill,"0.0459,0.0460,0.2016"
a_SM_Kitchen_Decor_14,walnut grain pepper grinder,grinder,"0.0526,0.0526,0.1698"
a_SM_Kitchen_Decor_19,lush green cylindrical pot,pot,"0.2294,0.1774,0.2241"
a_SM_kitchen_knife_01,black riveted kitchen knife,knife,"0.1115,0.4668,0.0277"
a_SM_kitchen_knife_02,dark handled kitchen knife,knife,"0.0681,0.5748,0.0277"
a_SM_kitchen_Plate,gray round plate,plate,"0.2292,0.2294,0.0206"
a_SM_kitchen_Pot_A,gray black cooking pot,pot,"0.3443,0.2555,0.1502"
a_SM_kitchen_Pot_B,black glossy pot lid,pot,"0.2539,0.2541,0.0557"
a_SM_Kitchen_Refrigerator,dark gray french door refrigerator,refrigerator,"1.1211,0.7776,2.2957"
a_SM_KitchenChair_01a,black upholstered chair,chair,"0.3642,0.4804,0.6645"
a_SM_KitchenFruit_Tomato01,red round tomato,tomato,"0.0707,0.0706,0.0589"
a_SM_KitchenTable_01a,dark wooden coffee table,table,"0.9613,0.9613,0.7345"
a_SM_Laptop,black thin bezel laptop,laptop,"0.5500,0.3244,0.2952"
a_SM_Laptop_02,dark gray laptop computer,laptop,"0.4664,0.3002,0.0317"
a_SM_Light_Ceiling,gray concrete pendant light,lamp,"0.1412,0.1409,0.9687"
a_SM_Light_Chandelier_03,bronze fabric chandelier,chandelier,"1.0393,1.0101,0.7521"
a_SM_lights_fluorescent_hanged,weathered concrete ceiling fixture,fixture,"1.5000,0.3531,0.1843"
a_SM_lights_fluorescent_single_01,gray fluorescent ceiling light,light,"0.8500,0.0712,0.0691"
a_SM_lights_fluorescent_wall,weathered gray fluorescent tube light,lamp,"1.2205,0.2230,0.1376"
a_SM_lights_projector,weathered metal spotlight,lamp,"0.2204,0.1545,0.2893"
a_SM_lights_projector_base,rusty gray metal plate,plate,"0.1489,0.0983,0.0135"
a_SM_lights_projector_head,weathered metal spotlight head,lamp,"0.2204,0.1545,0.2049"
a_SM_lights_small_wall,industrial metal wall lamp,lamp,"0.1330,0.1048,0.1735"
a_SM_liquid_storage_fuel,weathered metal jerry can,can,"0.3815,0.1434,0.5350"
a_SM_liquid_storage_fuel_small_01,red plastic jerry can,can,"0.2814,0.1974,0.2793"
a_SM_liquid_storage_fuel_small_02,red metal oil can,can,"0.4493,0.1974,0.3702"
a_SM_liquid_storage_gas_tank_01,weathered red gas cylinder,cylinder,"0.3145,0.3145,0.6832"
a_SM_liquid_storage_gas_tank_02,weathered red gas cylinder,cylinder,"0.3145,0.3145,0.5184"
a_SM_liquid_storage_pail,blue plastic bucket,bucket,"0.2636,0.2321,0.3000"
a_SM_liquid_storage_petrol_barrel,weathered green oil drum,drum,"0.7353,0.7353,1.0500"
a_SM_liquid_storage_water_barrel,blue plastic industrial drum,drum,"0.6000,0.6000,0.9994"
a_SM_liquid_storage_water_barrel_small,gray blue ribbed jug,jug,"0.3549,0.3549,0.6291"
a_SM_liquid_storage_water_square_01,gray metal i bc tank,tank,"1.3414,1.3698,2.1608"
a_SM_liquid_storage_water_square_02,blue plastic industrial drum,drum,"0.2932,0.2932,0.4748"
a_SM_locker_locker_main,dark gray slatted storage rack,rack,"1.2000,0.4000,1.8000"
a_SM_lockers_01,dark brown wooden nightstand,nightstand,"0.5653,0.4147,0.6600"
a_SM_lockers_02,charcoal brass nightstand,nightstand,"0.6853,0.4486,0.7213"
a_SM_LoungeChair_01a,wooden sled armchair,chair,"0.6269,0.5133,0.8805"
a_SM_machine_gun_ammo_box_closed,olive green metal box,box,"0.2814,0.1202,0.1492"
a_SM_machine_gun_ammo_box_opened,open olive ammo box,box,"0.2814,0.2272,0.1428"
a_SM_machine_gun_barrel,dark metal rifle barrel,rifle,"0.6725,0.1388,0.0458"
a_SM_machine_gun_body,gray metal machine gun body,gun,"0.8734,0.1829,0.2222"
a_SM_machine_gun_main,dark gray machine gun,gun,"1.4850,0.2527,0.1829"
a_SM_machine_gun_tripod,olive green metal tripod,tripod,"0.8912,0.6417,0.2424"
a_SM_Magazine_1,open interior design magazine,magazine,"0.2471,0.2970,0.0543"
a_SM_metal_structures_pillar,gray steel i beam,beam,"4.0000,0.2000,0.3000"
a_SM_metal_structures_pillar_03,gray steel i beam,beam,"4.0000,0.3000,0.2000"
a_SM_MetalShelf_200a,gray metal industrial rack,rack,"2.0116,0.5158,2.0000"
a_SM_MetalShelf_200b,dark metal industrial rack,rack,"1.6835,0.5494,1.9000"
a_SM_Mirror,black frame standing mirror,mirror,"0.6935,0.0885,1.5435"
a_SM_monitor_01,gray cubic vintage monitor,monitor,"0.2800,0.4597,0.3364"
a_SM_monitor_02,gray cube surveillance monitor,monitor,"0.2800,0.4597,0.3364"
a_SM_monitor_03,gray vintage crt monitor,monitor,"0.2800,0.4597,0.3364"
a_SM_neon_sign08,black metallic billboard,sign,"0.4822,0.0882,0.8038"
a_SM_NoticeBoard_01e,white frame cork board,board,"0.8681,0.0214,0.6030"
a_SM_OfficeChair_01a,dark gray fabric office chair,chair,"0.6362,0.6590,1.0169"
a_SM_OfficeChair02a,black padded office chair,chair,"0.8247,0.7843,1.2689"
a_SM_Oil_Drum_01a,weathered gray oil drum,drum,"0.6893,0.6890,0.9331"
a_SM_Opened_Book,dark food art book,book,"0.0518,0.3882,0.2394"
a_SM_Orange,orange round peach,fruit,"0.0823,0.0807,0.0808"
a_SM_Orange_Cutted,orange horizontal half,shelf,"0.0800,0.0794,0.0528"
a_SM_Ottoman,gray fabric ottoman,ottoman,"0.5790,0.5769,0.4000"
a_SM_PaintPanel01,black white portrait photograph,photo,"0.7839,0.0300,1.2032"
a_SM_pallet,weathered brown wooden pallet,pallet,"1.0013,1.2005,0.1597"
a_SM_Pallet01,weathered wooden pallet,pallet,"1.1924,1.0988,0.1439"
a_SM_pan,dark gray frying pan,pan,"0.3158,0.5354,0.0323"
a_SM_PaperBoxes_01a,blue gray cardboard box,box,"0.5014,0.3204,0.2632"
a_SM_PaperBunch_01a,gray textured paper sheet,sheet,"0.2130,0.3056,0.0062"
a_SM_papers_blueprints_01,blue technical blueprint,blueprint,"0.8823,0.6500,0.1315"
a_SM_papers_blueprints_02,blue gray blueprint,blueprint,"0.9267,0.5887,0.0839"
a_SM_papers_blueprints_03,blue red architectural blueprint,blueprint,"0.6297,0.0687,0.9237"
a_SM_papers_map_01,worn fabric map,rug,"1.5334,0.0969,0.9413"
a_SM_papers_map_02,blue beige vintage map,map,"0.9269,0.0504,0.9252"
a_SM_papers_map_03,blue gray map,map,"0.3996,0.2643,0.0201"
a_SM_papers_map_04,blue folded topographic map,map,"0.7009,0.4004,0.0726"
a_SM_papers_pages_01,white paper map,map,"0.3633,0.0274,0.2415"
a_SM_papers_pages_02,gridded blueprint paper,paper,"0.3647,0.0304,0.2589"
a_SM_papers_pages_03,gray architectural blueprint,blueprint,"0.3533,0.0428,0.2458"
a_SM_papers_pages_04,worn paper map,map,"0.2311,0.0471,0.3669"
a_SM_papers_pages_05,text photo newspaper page,newspaper,"0.2307,0.0297,0.3640"
a_SM_papers_pages_06,white paper blueprint,blueprint,"0.2306,0.0149,0.3660"
a_SM_papers_pages_07,white blue technical blueprint,blueprint,"0.2300,0.0663,0.3682"
a_SM_papers_pages_08,wooden clip floor plan,floorplan,"0.3544,0.0417,0.2502"
a_SM_papers_snapshot_01,vintage blurred photograph,photo,"0.1069,0.0134,0.0791"
a_SM_papers_snapshot_02,monochrome silhouette twin towers,tower,"0.0877,0.0208,0.1067"
a_SM_papers_snapshot_03,tilted polaroid photo frame,frame,"0.0877,0.0104,0.1067"
a_SM_papers_snapshot_04,gray white polaroid photograph,photo,"0.0877,0.0102,0.1067"
